date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
1/16,"3-BEDROOM, 2-BATHROOM HOME WITH GARAGE",https://spokane.craigslist.org/apa/d/spokane-bedroom-bathroom-home-with/7577415624.html,"$1,645",3br,1200,,2,"['open house dates', 'monday 2023-01-16', 'tuesday 2023-01-17']"
1/16,Large Two Bedroom with Fireplace,https://spokane.craigslist.org/apa/d/large-two-bedroom-with-fireplace/7570329215.html,"$1,195",2br,,Spokane Valley,1,"['air conditioning', 'apartment', 'laundry on site', 'no smoking', 'carport', 'rent period: monthly']"
1/16,Because location really is everything!,https://spokane.craigslist.org/apa/d/spokane-because-location-really-is/7579109338.html,"$1,623",2br,895,"Close to Spokane Valley Mall, Parks, and Trails!",2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport', 'rent period: monthly', 'wheelchair accessible']"
1/16,"Spacious, Cozy, AND Affordable Prices? Come See Us At Big Trout Lodge!",https://spokane.craigslist.org/apa/d/liberty-lake-spacious-cozy-and/7579108426.html,"$1,344",2br,922,Liberty Lake,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport', 'rent period: monthly', 'wheelchair accessible']"
1/16,"Rancher style homes offered, Full-size refrigerator, Large closets",https://spokane.craigslist.org/apa/d/greenacres-rancher-style-homes-offered/7579108058.html,"$2,050",3br,1401,,2.5,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d hookups', 'attached garage', 'rent period: monthly']"
1/16,"Public Transportation, Dog and Cat Friendly, Cable Ready, Balcony",https://spokane.craigslist.org/apa/d/spokane-public-transportation-dog-and/7579107542.html,"$1,260",2br,955,Spokane Valley,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport', 'rent period: monthly']"
1/16,"Clubhouse w/Free WiFi, Clubhouse w/Free WiFi, Fireplace",https://spokane.craigslist.org/apa/d/spokane-clubhouse-free-wifi-clubhouse/7579106034.html,"$1,450",2br,844,Spokane Valley,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/16,"Microwave, Property Manager on site, Balcony/Patio, Café/ Coffee Bar",https://spokane.craigslist.org/apa/d/spokane-microwave-property-manager-on/7579105670.html,"$1,925",3br,1316,Spokane Valley,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage', 'rent period: monthly']"
1/16,"Dishwasher, Plank flooring*, Pool Table, On City Bus Line",https://spokane.craigslist.org/apa/d/spokane-dishwasher-plank-flooring-pool/7579105538.html,"$1,495",2br,956,,2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'carport', 'rent period: monthly', 'wheelchair accessible']"
1/16,"Window Coverings, Refrigerator, Air Conditioner",https://spokane.craigslist.org/apa/d/veradale-window-coverings-refrigerator/7570980201.html,"$1,255",1br,727,"16102 East Broadway Avenue, Spokane Valley, WA",1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'carport', 'rent period: monthly', 'wheelchair accessible']"
